transaction_number,customer_number,item_name,sale_amount
30059,9402,FRAPPE,75.5
2175,8673,FOOD40,409.5
6863,1985,BIG HOT COFFEE,163
4655,4626,#N/A,470
12867,7566,FLAVOURED HTO COFFEE,139.5
10377,6237,LEMONADE,241.5
4339,7743,AMERICAN HOT COFFEE,61.5
22789,5792,FOOD10,180.5
25583,7033,COMBO17,213
19927,9056,MISCELLANEOUS,229.5
33675,2574,NATURAL DRINK 3,1245
16081,10743,MISCELLANEOUS,167.5
12223,7481,TOPPING SYRUPS,52.5
8577,2541,REGULAR HOT COFFEE,235
10145,6489,MISCELLANEOUS,554.5
16723,4174,DARK COLD COFFEE,242
13959,8445,LATTE HOT COFFEE,315
16385,8375,#N/A,5.5
31381,301,MISCELLANEOUS,209.5
3475,7384,ESPRESSO HOT COFFEE,51.5
10499,8001,CHEESE SLICE,278.5
3259,6603,AMERICAN HOT COFFEE,61.5
20835,174,FILTER COFFEE,296
24103,5345,FOOD92,184
16705,7603,FOOD36,240
6993,10298,DARK HOT COFFEE,402
11827,1674,LATTE SHOT,304
29253,8390,FOOD5,112
1251,367,FOOD30,75
15303,9569,CHEESE SLICE,695.5
28947,6925,VANILLA ICE CREAMS,380.5
12605,4291,FOOD36,44
20305,2089,FRAPPE,0
5047,7678,AMERICAN HOT COFFEE,692.5
34253,3908,MISCELLANEOUS,469
20761,6927,FRAPPE,100.5
11923,488,FRAPPE,268
18847,8420,MISCELLANEOUS,40
2823,4918,AMERICAN HOT COFFEE,123
7523,8459,MISCELLANEOUS,282
24529,6278,VANILLA ICE CREAMS,352.5
29623,5446,MISCELLANEOUS,423.5
8787,2199,AMERICAN HOT COFFEE,579.5
25891,3332,HOT CAPPUCCINO,718.5
1085,7795,TOPPING SYRUPS,51.5
2891,7889,CRUNCHY FRAPPE,212
25051,2254,AMERICAN HOT COFFEE,90.5
11839,4766,TOPPING SYRUPS,101
6281,5232,LATTE HOT COFFEE,165.5
32263,10307,FRAPPE,85
17031,4733,HOT CAPPUCCINO,343.5
9415,3876,HOT CAPPUCCINO,75.5
587,6145,ESPRESSO HOT COFFEE,51.5
7991,3783,MISCELLANEOUS,100
34031,8875,AMERICAN HOT COFFEE,177.5
2941,3051,FLAVOURED HTO COFFEE,70
15899,7936,FRAPPE,206.5
30719,7924,MISCELLANEOUS,206
26619,5618,CHEESE SLICE,695.5
22295,3896,CHEESE SLICE,243
11911,8887,LEMONADE,174
31921,9459,REGULAR HOT COFFEE,185
30285,9070,ADD ON ESPRESSO,96
13947,490,CHEESE SLICE,1344.5
13055,3819,COMBO3,288
1247,532,FOOD117,293.5
10473,5843,MISCELLANEOUS,125
8983,3875,CHEESE SLICE,532.5
11293,5157,MISCELLANEOUS,151.5
30599,1506,FRAPPE,285
15133,9422,HOT LATTE,70
33029,232,MISCELLANEOUS,1219
21169,1244,CRUNCHY FRAPPE,200
5495,2633,AMERICAN HOT COFFEE,234.5
15215,10692,FOOD119,317
23185,7909,AMERICAN HOT COFFEE,209
31383,2439,MISCELLANEOUS,166
1693,7414,FOOD5,324.5
6237,5483,HOT CAPPUCCINO,81.5
25347,909,FOOD136,251
26211,575,#N/A,653
4473,1445,REGULAR HOT COFFEE,181
11783,10052,AMERICAN HOT COFFEE,183.5
23903,302,FOOD19,19.5
8635,2223,MILKSHAKE,78
33015,7151,AMERICAN HOT COFFEE,188
21533,1610,FOOD133,334
34355,6675,VANILLA ICE CREAMS,36.5
27665,7298,FRAPPE,222.5
9917,7493,COMBO130,281
3595,8160,FOOD5,65.5
16791,9624,AMERICAN HOT COFFEE,212
15251,10731,MILKSHAKE,60.5
17779,7909,FOOD92,632.5
23263,446,LATTE HOT COFFEE,60.5
5591,7852,AMERICAN HOT COFFEE,238.5
3893,505,AMERICAN HOT COFFEE,61.5
2835,5296,AMERICAN HOT COFFEE,122
10003,10618,FOOD6,497.5
719,7072,AMERICAN HOT COFFEE,58
24255,6983,LEMONADE,230
18235,10082,FRAPPE,0
6409,1539,MISCELLANEOUS,104
24261,5101,CHEESE SLICE,229.5
1945,4407,TOPPING SYRUPS,280.5
20701,3918,FOOD92,177.5
10655,4096,MISCELLANEOUS,193.5
15917,3978,ESPRESSO HOT COFFEE,250
30453,5763,FRAPPE,431
17881,7567,#N/A,1473
14031,331,DARK HOT COFFEE,221
25749,4498,FRAPPE,224.5
33119,2064,DARK COLD COFFEE,210.5
15709,10509,MILKSHAKE,282
24839,9031,FOOD36,146.5
9627,6165,VANILLA ICE CREAMS,237.5
6589,916,FOOD122,201
26013,3163,FOOD100,366
26847,10015,ARABIAN HOT COFFEE,73
11455,10085,LATTE HOT COFFEE,171
12427,6952,HOT CAPPUCCINO,240.5
28171,3574,AMERICAN HOT COFFEE,224
30577,6732,MISCELLANEOUS,103.5
16465,8584,COMBO125,204
20019,726,FRAPPE,460
11519,2502,AMERICAN HOT COFFEE,58
30911,5538,COMBO6,364
26975,5782,VANILLA ICE CREAMS,578.5
17887,3611,FOOD133,539
11643,1871,ADD ON ESPRESSO,254
34629,9294,FRAPPE,159.5
32315,7102,FOOD36,265.5
29097,2113,DARK HOT COFFEE,206.5
24475,3017,FOOD30,188
15853,6903,FRAPPE,151
26391,6723,CHEESE SLICE,278.5
11581,7493,FRAPPE,442.5
25629,6946,CHOCOLATE ICE CREAMS,450
30953,6629,MISCELLANEOUS,36
15401,10504,CHEESE SLICE,249.5
3217,9601,MISCELLANEOUS,109.5
18651,5715,CHOCOLATE ICE CREAMS,122.5
14827,8191,LATTE HOT COFFEE,60.5
22179,5080,MISCELLANEOUS,288
31683,10619,MISCELLANEOUS,311.5
2327,2776,FOOD36,209
9649,7898,TOPPING SYRUPS,98
31705,2788,MISCELLANEOUS,628
30971,2227,TOPPING SYRUPS,60
32363,1696,AMERICAN HOT COFFEE,177.5
27103,4989,COMBO130,413
2875,7122,FRAPPE,166
24605,5050,MISCELLANEOUS,482.5
11647,1341,MISCELLANEOUS,850
23389,4132,AMERICAN HOT COFFEE,115.5
23001,588,DARK COLD COFFEE,137.5
30369,5604,MISCELLANEOUS,122
2013,1935,HOT CAPPUCCINO,253
795,5370,FRAPPE,423.5
25469,6443,HOT LATTE,276
11249,550,DARK COLD COFFEE,352
21289,8170,COFFEE POWDER TYPE3,432
26915,3911,OTHER DRINKS,75
5957,6278,FOOD36,1132.5
29413,4473,NATURAL DRINK 1,63.5
1267,10092,FRAPPE,349.5
7835,8324,COOL BLUE,236.5
33113,5800,DARK HOT COFFEE,224
29497,9821,FRAPPE,75.5
24745,10634,MISCELLANEOUS,278
18119,2088,MISCELLANEOUS,363
33337,5642,MISCELLANEOUS,67
1143,4297,MISCELLANEOUS,158.5
31489,1474,LEMONADE,66.5
9147,2566,TOPPING SYRUPS,785
14345,7078,MISCELLANEOUS,176
14681,4941,FRAPPE,71
4355,2715,AMERICAN HOT COFFEE,61.5
34089,199,FLAVOURED TEA11,276.5
29897,6728,FLAVOURED FRAPPE,160
31167,1285,MISCELLANEOUS,489.5
28997,5547,DARK COLD COFFEE,111
14475,3446,FRAPPE,31.5
15721,10300,FOOD30,186
30781,1755,MISCELLANEOUS,280.5
26247,5104,FRAPPE,327
3889,2385,FRAPPE,217
28813,7041,MISCELLANEOUS,442
20101,10349,CHOCOLATE ICE CREAMS,208
2051,4408,FLAVOURED TEA9,63.5
23809,4377,FRAPPE,247.5
1209,5371,ESPRESSO HOT COFFEE,51.5
31909,6675,FRAPPE,75.5
25321,1240,FLAVOURED TEA11,432
13097,2044,MISCELLANEOUS,126
20911,8024,MISCELLANEOUS,349
18947,1672,CHEESE SLICE,269
29135,1737,HOT CAPPUCCINO,139.5
25869,8113,FOOD124,256
13007,9854,DARK COLD COFFEE,39.5
18537,5863,FOOD14,218.5
13689,2709,FRAPPE,144
26605,7132,COMBO25,167
15343,9588,LATTE HOT COFFEE,296
2927,1412,AMERICAN HOT COFFEE,151
5683,7186,FOOD77,340
17959,464,COMBO51,182
10989,3058,DARK HOT COFFEE,295
33397,6708,REGULAR HOT COFFEE,62.5
959,6378,MISCELLANEOUS,7.5
25517,6435,BIG LATTE,70
26693,10163,CHEESE SLICE,308.5
18011,5705,MISCELLANEOUS,403.5
29925,2251,MISCELLANEOUS,329.5
17601,3822,ADD ON ESPRESSO,275
2487,3639,MISCELLANEOUS,272
7177,10459,FRAPPE,102.5
12845,3321,WHIPPED CREAM,574.5
32169,2115,MISCELLANEOUS,177.5
18555,2365,FILTER COFFEE,114.5
18579,8220,CHEESE SLICE,530.5
6687,9848,MISCELLANEOUS,185.5
22223,3336,OTHER HOT DRINKS,280.5
12633,7829,FLAVOURED HTO COFFEE,239
31733,3729,ICE CREAM8,369.5
31473,2905,FOOD40,197.5
20895,7544,CHOCOLATE ICE CREAMS,166
21583,527,FOOD133,304
9283,2214,AMERICAN HOT COFFEE,58
13491,2881,FRAPPE,304.5
30207,10488,MISCELLANEOUS,306
7409,698,VANILLA ICE CREAMS,275
16935,1834,FOOD108,172.5
26979,557,CHOCOLATE ICE CREAMS,162
26415,4139,COMBO1,385
12607,10178,SUPER COLD COFFEE,131.5
11545,1555,FOOD5,219.5
31967,9082,FLAVOURED HOT COFFEE,155.5
7993,2747,FOOD33,275.5
4605,161,MILKSHAKE,55
30627,6207,CRUNCHY FRAPPE,49
21505,3005,LATTE HOT COFFEE,498.5
21809,1876,FOOD37,209
2989,4064,TOPPING SYRUPS,173.5
30029,5260,MISCELLANEOUS,229.5
17765,1380,CRUNCHY FRAPPE,535.5
33717,9834,FILTER COFFEE,61.5
29589,9677,MISCELLANEOUS,208
24611,10483,MISCELLANEOUS,177.5
1885,4407,FRAPPE,216.5
32667,5541,FOOD9,98.5
3115,7852,FRAPPE,351
26093,6715,VANILLA ICE CREAMS,180
21889,1034,FOOD121,211
23835,3500,FLAVOURED HTO COFFEE,83.5
15129,1379,COMBO1,58.5
30113,5119,FOOD97,352
3665,7503,MISCELLANEOUS,317
11061,8812,CHEESE SLICE,390
6185,373,MISCELLANEOUS,69.5
3245,1087,MISCELLANEOUS,81
31117,4237,FLAVOURED TEA3,39.5
12197,3299,FRAPPE,107
27809,824,CHEESE SLICE,56
29499,4488,COMBO12,115
22915,1779,FLAVOURED HOT COFFEE,191.5
12157,5837,CHEESE SLICE,138.5
33289,3661,FOOD6,259
18351,2573,COOL BLUE,374
4005,7837,DARK COLD COFFEE,198
25971,3082,FRAPPE,100.5
15117,8928,AMERICAN HOT COFFEE,115.5
19751,10281,FOOD133,391.5
32603,10086,COMBO1,147
26033,7401,MISCELLANEOUS,450
28063,4650,LATTE HOT COFFEE,65
10717,755,FLAVOURED FRAPPE,223.5
7601,513,DARK COLD COFFEE,480
6511,3643,AMERICAN HOT COFFEE,177
34341,7772,TOPPING SYRUPS,212.5
28749,5260,MISCELLANEOUS,22115.5
30245,3918,CHOCOLATE ICE CREAMS,238
765,6224,TOPPING SYRUPS,165.5
5101,908,FOOD10,365
22205,8223,HOT CAPPUCCINO,282.5
767,703,AMERICAN HOT COFFEE,66.5
5639,9414,DARK COLD COFFEE,108
20135,1030,FRAPPE,534
6575,5664,ESPRESSO HOT COFFEE,103
27417,7417,FILTER COFFEE,209
10855,6355,MILKSHAKE,468
19083,8068,FOOD81,158
9407,801,FRAPPE,397
15873,9585,DARK COLD COFFEE,106
28517,1805,FLAVOURED TEA3,237.5
31631,5658,INDIAN COLD COFFEE,318
29351,10228,MISCELLANEOUS,642
32871,10712,FRAPPE,182.5
16157,7076,COMBO102,177.5
17833,514,FILTER COFFEE,263
10053,6672,FRAPPE,31.5
32299,8302,REGULAR HOT COFFEE,437.5
16193,1752,MISCELLANEOUS,164
22779,7198,MISCELLANEOUS,238
20561,8245,COMBO41,75
1639,5998,DARK COLD COFFEE,493.5
14297,5774,CRUNCHY FRAPPE,214
11509,3058,MISCELLANEOUS,170.5
2723,5496,HOT CAPPUCCINO,142
17381,5016,MISCELLANEOUS,147
3715,9631,MISCELLANEOUS,177
30775,8590,AMERICAN HOT COFFEE,65
32919,8758,COMBO6,190
9389,6830,FRAPPE,249.5
20445,660,#N/A,565.5
19855,10421,MISCELLANEOUS,35.5
23599,6593,ADD ON ESPRESSO,432
34115,9013,VANILLA ICE CREAMS,386.5
7211,5255,CHEESE SLICE,408.5
32669,9438,AMERICAN HOT COFFEE,60
2987,3267,MILKSHAKE,73
23655,4875,REGULAR HOT COFFEE,139
21815,8692,FLAVOURED TEA9,75.5
6743,8886,COMBO1,254
29663,4548,MISCELLANEOUS,242.5
947,150,MILKSHAKE,187.5
997,9854,TOPPING SYRUPS,14.5
3829,7583,ESPRESSO HOT COFFEE,51.5
27175,8082,CRUNCHY FRAPPE,112.5
5911,1354,FLAVOURED TEA11,156
2189,2653,AMERICAN HOT COFFEE,249.5
10821,7933,AMERICAN HOT COFFEE,58
16517,9327,#N/A,64.5
553,9847,ESPRESSO HOT COFFEE,51.5
29553,2181,COMBO105,109
11355,4988,AMERICAN HOT COFFEE,191.5
32707,2327,AMERICAN HOT COFFEE,13
31459,741,CHEESE SLICE,621.5
30607,5646,HOT CHOCOLATE,21
22757,4536,FRAPPE,242.5
8005,1610,ARABIAN COLD COFFEE,379
1757,5457,MILKSHAKE,387.5
5659,10297,LATTE SHOT,132.5
11573,10518,MISCELLANEOUS,631
8675,9732,COMBO104,222
28917,3525,LEMONADE,66.5
12301,2073,FRAPPE,264
3307,5168,FOOD111,499
9319,4408,FOOD9,366
34235,10198,INDIAN COLD COFFEE,504
13571,6591,FLAVOURED TEA9,121
23691,10288,COMBO47,118
4155,113,AMERICAN HOT COFFEE,115.5
27125,1047,LATTE HOT COFFEE,121
29613,3507,DARK HOT COFFEE,552.5
6585,3788,AMERICAN HOT COFFEE,115.5
15657,8694,FLAVOURED HTO COFFEE,70
25393,5755,AMERICAN HOT COFFEE,421.5
517,7609,LEMONADE,66.5
5297,10298,MISCELLANEOUS,129.5
18373,1739,MISCELLANEOUS,206
8785,8245,AMERICAN HOT COFFEE,138
22409,4542,MISCELLANEOUS,145.5
26305,843,AMERICAN HOT COFFEE,198.5
30717,4997,CHEESE SLICE,962.5
4185,7918,FOOD5,679.5
27455,272,HOT CAPPUCCINO,283.5
10169,4444,AMERICAN HOT COFFEE,210
14121,4953,#N/A,199
31977,9409,FOOD40,189
14259,9136,TOPPING SYRUPS,220.5
8369,10484,COMBO34,109.5
17335,874,FLAVOURED HTO COFFEE,202.5
22397,7966,CRUNCHY FRAPPE,230
23697,6789,TOPPING SYRUPS,286.5
13811,1140,FRAPPE,463.5
17395,889,VANILLA ICE CREAMS,184
6151,3537,CHEESE SLICE,274.5
14455,768,#N/A,894.5
30319,4525,FLAVOURED TEA7,627.5
16143,8011,FOOD99,384.5
33621,7941,FRAPPE,175
20053,5009,FOOD108,688
12209,2881,FOOD132,328.5
24063,10306,TOPPING SYRUPS,360
14381,7109,CHEESE SLICE,517
781,9109,ICE CREAM8,287.5
7171,7088,FLAVOURED TEA3,215.5
6877,6160,MISCELLANEOUS,193.5
1057,1935,FOOD132,104
11177,4035,VANILLA ICE CREAMS,117
8759,1771,FILTER COFFEE,224
21413,10176,COMBO1,447.5
22701,2166,MISCELLANEOUS,356.5
16999,3057,COFFEE POWDER TYPE7,28.5
14325,444,INDIAN COLD COFFEE,282
12063,2025,FRAPPE,148
34713,8568,HOT CAPPUCCINO,147.5
7861,4323,FOOD17,100
15507,203,FOOD67,287.5
28251,1238,FLAVOURED TEA8,104.5
32111,3616,MISCELLANEOUS,446
19205,10338,REGULAR HOT COFFEE,166
16099,887,FOOD128,293
34095,7884,CHEESE SLICE,120
22909,642,MISCELLANEOUS,885
7311,370,ICE CREAM8,217
8091,9796,AMERICAN HOT COFFEE,115.5
14387,6285,FRAPPE,80.5
34511,2985,FRAPPE,335
23505,1045,LATTE HOT COFFEE,0
13609,5528,AMERICAN HOT COFFEE,65
6565,8222,VANILLA ICE CREAMS,56.5
20815,8756,CHEESE SLICE,168
12703,2535,MISCELLANEOUS,161.5
3859,7543,#N/A,693.5
7613,7633,FRAPPE,104
13835,4860,COOL BLUE,415
27715,3646,FOOD118,164.5
18635,2056,FRAPPE,161
29297,5412,SUPER COLD COFFEE,197
25241,7772,DARK COLD COFFEE,212
28159,2916,MISCELLANEOUS,393.5
5825,7669,FRAPPE,616.5
20159,2475,REGULAR HOT COFFEE,226.5
543,2192,MISCELLANEOUS,267.5
33371,2730,COMBO35,205.5
3375,6825,DARK COLD COFFEE,181
21329,2194,HOT CAPPUCCINO,382
29973,7937,AMERICAN HOT COFFEE,115.5
22659,4018,FLAVOURED TEA20,328
1437,2753,CHEESE SLICE,160.5
3211,9282,ITALIAN HOT COFFEE,185.5
10179,4945,FOOD122,158.5
26089,9397,CHEESE SLICE,346
9963,5909,FRAPPE,241.5
34015,7555,FRAPPE,368.5
23851,10760,COMBO11,396.5
12551,8484,FOOD67,691
29411,7039,DARK COLD COFFEE,281
13737,3286,#N/A,76.5
11553,4740,FRAPPE,261
29941,3140,FLAVOURED TEA10,186
25511,5003,COMBO1,283.5
31869,2748,MILKSHAKE,290.5
14531,989,CRUNCHY FRAPPE,60.5
8411,2152,FRAPPE,75.5
27435,231,MISCELLANEOUS,73.5
16523,6978,#N/A,35.5
3767,9124,FOOD6,596
16165,8393,FRAPPE,75.5
18811,9458,TOPPING SYRUPS,611.5
7555,6381,TOPPING SYRUPS,290.5
27971,10042,AMERICAN HOT COFFEE,58
16113,1784,ARABIAN HOT COFFEE,154.5
4561,6720,FLAVOURED TEA1,63.5
24729,9066,HOT CAPPUCCINO,75.5
26481,2088,FOOD9,518.5
7361,4266,MISCELLANEOUS,300
17357,2279,FLAVOURED HTO COFFEE,206
10177,7936,FOOD106,435
15939,5168,MISCELLANEOUS,965.5
7165,4646,FOOD5,124.5
1009,5184,SUPER COLD COFFEE,841.5
1539,1618,DARK COLD COFFEE,227
22127,4037,AMERICAN HOT COFFEE,58
32973,1881,REGULAR HOT COFFEE,62.5
22817,3207,FRAPPE,241.5
11777,3066,FRAPPE,145.5
1343,1408,FLAVOURED TEA12,58
7285,1390,FOOD21,225.5
2321,3060,FOOD133,220.5
33665,2644,DARK COLD COFFEE,170
9927,1871,FRAPPE,182.5
26423,1521,FRAPPE,275
17981,502,MISCELLANEOUS,241
14885,9010,VANILLA ICE CREAMS,182.5
3011,2697,MISCELLANEOUS,160.5
16003,2063,FOOD108,556.5
23283,7465,FOOD4,19.5
33643,6304,FOOD133,640.5
15433,3150,DARK HOT COFFEE,418
25395,5993,ESPRESSO HOT COFFEE,51.5
1789,5826,LATTE HOT COFFEE,65
33471,4865,CHEESE SLICE,362.5
11131,1355,MISCELLANEOUS,392
21607,5485,FRAPPE,0
13061,8809,FOOD7,66
30037,1897,ESPRESSO HOT COFFEE,242.5
15629,7289,AMERICAN HOT COFFEE,16.5
30917,5880,#N/A,221
23717,2739,MISCELLANEOUS,152.5
4847,6293,FOOD144,216
13195,5623,AMERICAN HOT COFFEE,266.5
16151,7580,MISCELLANEOUS,545.5
20711,6643,LATTE HOT COFFEE,173.5
13309,1761,MISCELLANEOUS,435.5
11957,1519,AMERICAN HOT COFFEE,165.5
25809,7562,DARK COLD COFFEE,78
1217,8235,MISCELLANEOUS,218.5
13379,7787,MISCELLANEOUS,39.5
3241,2421,FOOD33,151.5
20513,3321,DARK COLD COFFEE,155.5
18629,458,FOOD5,49
32959,673,MISCELLANEOUS,35.5
32011,6844,MISCELLANEOUS,250.5
26595,3729,#N/A,107
18197,5239,FRAPPE,83
30761,133,MISCELLANEOUS,169
11163,1308,MILKSHAKE,292.5
30363,4014,FRAPPE,167
27669,8609,FOOD139,439.5
24335,9690,LATTE SHOT,132.5
32593,8245,MISCELLANEOUS,19.5
6389,6005,HOT LATTE,29
579,3166,AMERICAN HOT COFFEE,118.5
8545,5505,ESPRESSO HOT COFFEE,51.5
6271,8824,VANILLA ICE CREAMS,241.5
6747,5272,AMERICAN HOT COFFEE,58
17027,2309,FOOD58,233
7889,10046,FRAPPE,213
19073,595,COMBO1,67.5
17065,660,FRAPPE,152
13987,9062,FLAVOURED FRAPPE,338
24133,8304,FRAPPE,229
11999,2517,VANILLA ICE CREAMS,318
14229,1672,MISCELLANEOUS,170.5
29869,9842,AMERICAN HOT COFFEE,58
17793,8106,AMERICAN HOT COFFEE,1165.5
33233,9364,MISCELLANEOUS,302
12165,237,FOOD70,255.5
23949,391,AMERICAN HOT COFFEE,275.5
33791,1471,COMBO6,145.5
24015,5138,CHOCOLATE ICE CREAMS,243.5
18843,8027,CRUNCHY FRAPPE,461.5
10469,2863,TOPPING SYRUPS,394
3679,790,COMBO125,42
24441,8942,COMBO11,104
33465,5258,MISCELLANEOUS,704
33509,10115,#N/A,382.5
6705,1542,FRAPPE,185
13839,10124,FOOD17,157.5
6469,3183,VANILLA ICE CREAMS,531
20985,7569,FOOD133,283
24293,1978,MISCELLANEOUS,179.5
22005,7284,COMBO125,157.5
32061,4538,AMERICAN HOT COFFEE,132.5
13507,7269,REGULAR HOT COFFEE,66
22631,9874,CRUNCHY FRAPPE,338
25467,723,CHEESE SLICE,27
1705,718,MISCELLANEOUS,170.5
31917,10110,REGULAR HOT COFFEE,207.5
16089,8484,FOOD53,237
18477,5341,MISCELLANEOUS,235
7145,10255,FOOD122,225
31095,9263,MISCELLANEOUS,162.5
21573,7757,FOOD40,251.5
26191,7207,CHEESE SLICE,403
15553,7567,HOT CAPPUCCINO,939.5
1133,668,MISCELLANEOUS,93
4327,4634,MILKSHAKE,146
33163,2600,COMBO25,435
3189,8769,MISCELLANEOUS,12.5
3257,9056,SUPER COLD COFFEE,215.5
34397,7641,FRAPPE,240.5
32343,9038,FLAVOURED TEA11,60
11451,2165,LATTE HOT COFFEE,60.5
34741,7259,FOOD1,146.5
1149,4841,#N/A,37.5
25563,1705,DARK COLD COFFEE,210.5
33225,7812,FLAVOURED TEA12,173.5
4147,6988,FOOD36,254
26801,213,WHIPPED CREAM,244.5
25105,4653,TOPPING SYRUPS,70
2615,6024,BLUEBERRY SHOT,27.5
14059,4164,MILKSHAKE,274
1665,6075,AMERICAN HOT COFFEE,264.5
29951,6736,HOT CAPPUCCINO,183
14459,7913,FRAPPE,157.5
18831,64,FOOD15,373
29109,576,MILKSHAKE,55
5045,9460,TOPPING SYRUPS,142
12669,1944,FOOD36,117
11263,513,FRAPPE,372
32999,2865,AMERICAN HOT COFFEE,276.5
25577,3361,INDIAN COLD COFFEE,515.5
13525,8347,MISCELLANEOUS,184
18263,6064,FOOD9,319
11525,7544,FRAPPE,328
16281,10246,MISCELLANEOUS,79
34719,7241,FRAPPE,240
18315,9352,FLAVOURED TEA9,84.5
29275,5896,AMERICAN HOT COFFEE,292
29707,3805,CRUNCHY FRAPPE,272.5
33533,8009,FRAPPE,39.5
13297,8707,FOOD53,207
30071,8484,FOOD72,339.5
7895,7303,DARK COLD COFFEE,210.5
10541,8876,COOL BLUE,594
29623,5446,HOT CAPPUCCINO,86.5
28209,1251,AMERICAN HOT COFFEE,99
1059,4806,TOPPING SYRUPS,201.5
22371,7414,WHIPPED CREAM,233.5
10527,8054,FOOD49,272
8117,5921,MISCELLANEOUS,35.5
22627,4240,VANILLA ICE CREAMS,259.5
11017,9677,MISCELLANEOUS,208
15731,8380,TOPPING SYRUPS,143.5
29653,7041,FOOD133,319
4965,6183,FRAPPE,100.5
30473,2122,MISCELLANEOUS,357
3053,5238,FILTER COFFEE,115.5
1587,8897,VANILLA ICE CREAMS,224
10519,9923,COMBO1,73.5
29363,4175,FOOD103,445
23659,219,AMERICAN HOT COFFEE,115.5
16861,4446,FRAPPE,75.5
31377,1954,SWEET JUICE,650.5
1937,9975,MILKSHAKE,138.5
33955,3590,COMBO1,160
10719,5230,FRAPPE,161.5
26353,3376,TOPPING SYRUPS,473.5
27893,9963,AMERICAN HOT COFFEE,58
3521,9941,CHEESE SLICE,335
27313,8528,MISCELLANEOUS,435
26065,9301,FRAPPE,158.5
9661,8016,COMBO6,143.5
18047,5907,FRAPPE,302.5
32947,6924,FLAVOURED TEA9,150.5
13531,8026,COMBO107,190
32753,10017,CHOCOLATE ICE CREAMS,107
3433,10705,FRAPPE,75.5
21171,8024,FILTER COFFEE,55
22717,6319,FOOD5,134.5
13805,7481,TOPPING SYRUPS,298
31295,1255,VANILLA ICE CREAMS,430
15405,7257,CHEESE SLICE,169.5
33347,6430,FLAVOURED HTO COFFEE,69
927,6958,FLAVOURED TEA9,235.5
4597,1163,MISCELLANEOUS,234.5
7553,6035,COOL BLUE,290
5481,6856,MISCELLANEOUS,7.5
5369,6140,FOOD90,192
731,750,DARK COLD COFFEE,1095
17029,3535,DARK COLD COFFEE,106
4389,3556,VANILLA ICE CREAMS,231.5
8043,5288,LATTE HOT COFFEE,60.5
3479,5932,MISCELLANEOUS,185
27379,176,HOT CAPPUCCINO,142.5
26551,4690,FOOD90,237
16077,5623,VANILLA ICE CREAMS,262.5
28589,10293,FLAVOURED HTO COFFEE,328
24663,2172,ADD ON ESPRESSO,92
17873,10593,AMERICAN HOT COFFEE,58
24855,8196,AMERICAN HOT COFFEE,61.5
19347,9657,FLAVOURED HOT COFFEE,231.5
12369,1378,NATURAL DRINK 5,184.5
24105,8490,FOOD117,168.5
5921,1993,FRAPPE,126.5
5861,9283,AMERICAN HOT COFFEE,307
14685,8433,MISCELLANEOUS,188.5
32495,2636,FRAPPE,149.5
31957,6389,FLAVOURED HTO COFFEE,349
7397,7958,FRAPPE,158.5
2597,1565,FRAPPE,261.5
30597,4312,HOT LATTE,397.5
6653,2525,AMERICAN HOT COFFEE,283
14579,3386,CHOCOLATE ICE CREAMS,193.5
30519,660,FRAPPE,215.5
32713,1220,FRAPPE,437
24883,4885,HOT TEA,118
16461,2963,MISCELLANEOUS,145.5
13485,2215,ARABIAN HOT COFFEE,234
25533,2578,FOOD5,702
10863,6961,FRAPPE,200.5
28855,10207,CHEESE SLICE,437
22759,1355,AMERICAN HOT COFFEE,739
1223,5694,COMBO7,289
18161,1131,CHEESE SLICE,473
34531,7508,DARK COLD COFFEE,428
3925,5090,MILKSHAKE,156.5
13759,7395,MISCELLANEOUS,73.5
7607,4320,FRAPPE,224
24809,5741,LATTE HOT COFFEE,284.5
25003,9741,MISCELLANEOUS,14.5
6951,4353,TOPPING SYRUPS,51.5
20653,8322,FRAPPE,163.5
16191,7489,LATTE HOT COFFEE,188.5
28041,8098,FRAPPE,209
27069,10574,AMERICAN HOT COFFEE,159.5
34317,558,ESPRESSO HOT COFFEE,127
20651,178,MISCELLANEOUS,181
27411,2920,HOT CAPPUCCINO,70.5
10039,5781,FRAPPE,75.5
6919,4712,FRAPPE,224.5
19305,6364,LATTE HOT COFFEE,59.5
32329,642,#N/A,2454.5
22581,5050,COMBO47,658
13005,5597,VANILLA ICE CREAMS,136.5
4181,4534,FRAPPE,109.5
22427,4855,FRAPPE,250.5
22663,6339,AMERICAN HOT COFFEE,250
32213,2485,FLAVOURED LATTE,220
4573,4484,MISCELLANEOUS,7.5
10785,871,ESPRESSO HOT COFFEE,51.5
17745,3569,CHEESE SLICE,851
25189,7153,FOOD54,199
761,9370,MISCELLANEOUS,227
32995,397,COMBO130,131.5
5323,7571,AMERICAN HOT COFFEE,289
8017,5360,VANILLA ICE CREAMS,441
26783,188,BIG HOT COFFEE,944.5
4417,7177,FRAPPE,151
16401,8491,AMERICAN HOT COFFEE,162.5
22303,10508,FOOD4,107
4275,3150,BIG LATTE,340
17993,4790,FOOD31,366.5
18391,397,HOT CAPPUCCINO,66.5
18733,6006,FRAPPE,262.5
21339,2551,AMERICAN HOT COFFEE,115.5
8741,4934,MISCELLANEOUS,708.5
24587,7326,FRAPPE,293
3673,4833,FRAPPE,143.5
19251,3602,COMBO120,79
17257,6868,MISCELLANEOUS,442
